12.221,1.9048,12.368
14.363,32.364,14.556
6.3264,71.883,13.462
10.181,78.853,15.097
10.64,184.14,11.418
13.364,231.79,15.683
5.2749,308.78,10.242
5.7067,328.86,5.819
7.962,330.99,16.115
2.4327,379.67,5.2641
2.4847,393.94,4.6619
10.338,398.24,12.351
3.4347,422.29,4.1257
8.0751,433.83,8.1598
1.5998,450.07,1.6013
12.26,463.73,12.325
3.8981,486.47,7.5546
13.039,501.75,15.429
12.795,530.26,13.836
13.541,562.64,15.413
5.0658,579.46,7.506
9.7367,650.28,13.755
7.6276,747.26,14.443
5.2609,778.14,14.153
9.3371,776.88,9.8434
4.6665,818.55,7.9636
13.573,833.42,15.085
9.0426,866.67,9.635
13.933,922.33,15.743
0.56608,988.7,13.711
2.0483,1006.6,2.6
7.4126,1030.7,13.038
0.45811,1042.5,7.5143
13.571,1074.3,16.432
12.082,1077.3,12.39
14.68,1102.5,16.488
0.89428,1124.4,1.0976
14.595,1158,18.898
6.4859,1183.7,6.6056
9.8529,1225.6,10.782
0.23231,1242.5,2.5183
14.274,1275.8,14.296
6.2662,1309.5,7.7273
9.9951,1330.5,14.476
0.48901,1363.2,13.237
2.3461,1370.3,9.952
12.366,1429,16.519
10.439,1505.4,14.167
6.1143,1555.8,12.389
6.8614,1612.8,10.366
9.5656,1623.6,10.224
4.336,1624.6,11.293
5.1669,1654.9,11.372
4.8371,1702.9,8.5666
2.6381,1717.9,7.5764
5.1169,1742.9,5.8698
3.6427,1759,5.4368
10.25,1791.4,12.077
9.7143,1809.5,13.613
3.134,1811.5,4.7306
12.629,1863.8,13.202
8.7337,1862,15.702
7.1919,1913.2,10.885
8.1583,1927.8,11.313
9.4184,1979,16.867
7.8811,1982.1,15.132
5.9018,2021.1,12.588
0.66681,2036.4,3.7023
10.251,2063.4,12.211
4.9135,2151.6,8.2118
7.7164,2166.2,11.719
12.761,2263.9,18.902
8.7419,2278.2,15.82
0.0078356,2289.2,9.1885
7.4714,2318.6,11.407
11.08,2328.7,11.681
1.2522,2349.9,9.9929
13.361,2366.5,17.652
13.925,2369.7,13.927
8.2844,2400.5,8.2983
0.63979,2449.2,4.2761
14.766,2576.8,18.891
7.006,2610.4,7.0162
8.3855,2619.8,9.8765
10.604,2665.7,11.449
6.9726,2672.7,14.115
11.183,2736.6,14.003
13.577,2866.6,13.675
0.72671,2904.1,9.0811
10.946,2898.3,16.037
10.388,2919.1,11.97
13.357,2959,17.313
1.7624,3019.9,5.2376
11.237,3018.9,15.795
11.024,3032,17.048
3.4343,3097.7,8.0378
1.6843,3154.4,4.6867
6.4896,3181.6,6.6952
6.3466,3280.8,12.565
1.6323,3283.1,2.503
13.394,3321.7,15.776
1.1099,3396,6.137
6.0328,3402.7,6.4619
2.417,3406.9,13.288
11.39,3513.8,15.943
13.416,3559.5,17.061
14.302,3574.8,17.564
12.138,3601.8,12.271
4.8875,3609,7.7257
9.8055,3647.5,10.108
11.92,3653.4,13.625
10.068,3680.4,13.933
5.8614,3709.8,7.5517
11.836,3727.6,14.058
9.7868,3759.2,11.381
5.5554,3806,12.335
2.6528,3814,4.7829
13.659,3881.2,17.656
5.7496,3893.6,10.372
12.067,3915.4,12.075
1.3062,3915.2,14.895
8.0121,3973.5,15.686
1.6041,3975.9,14.186
6.1594,4019.2,15.463
14.825,4025.1,15.661
6.1739,4061.3,12.84
8.2769,4057.3,11.289
10.794,4085.3,12.033
5.1967,4088.2,8.5746
11.743,4125.1,11.744
13.835,4139.4,13.85
10.565,4151.6,11.088
2.6569,4196.5,11.807
2.8987,4213.5,3.2575
8.3594,4225.3,9.5799
7.2848,4287.9,7.5713
13.91,4315.7,17.552
5.1493,4321.9,5.4789
9.6972,4341,11.39
8.8591,4439.3,8.8878
4.2226,4472.1,4.7011
2.079,4490.5,5.8727
6.7417,4515.6,6.7714
2.8381,4538.8,9.2431
5.4153,4532.8,13.318
1.2581,4550.2,9.8509
8.1736,4621.6,15.7
10.826,4656.3,13.912
13.841,4684.3,14.491
14.772,4682.4,19.405
7.0594,4714,8.1319
7.5583,4720.4,8.8565
4.5123,4755.3,15.39
12.012,4794,14.988
14.156,4810.9,17.882
5.5847,4842.4,13.639
5.588,4858.1,14.231
6.1009,4889,15.277
7.2682,4896.3,9.5896
14.82,4899.2,15.926
3.7003,4933.2,13.75
